"","Date","Team","Lo","Avg","Hi","PrWL","TrWL","TeamPts","OppPts","Opp","WL","WinLoss"
"3447","2020-02-22","Mavericks",0.441,0.509,0.575,"1",0,107,111,"Hawks",0.64,"Loss"
"3448","2020-02-22","Nets",0.59,0.645,0.696,"1",1,115,86,"Hornets",0.64,"Win"
"3449","2020-02-22","Rockets",0.415,0.475,0.535,"0",1,120,110,"Jazz",0.64,"Loss"
"3450","2020-02-22","Suns",0.517,0.575,0.632,"1",1,112,104,"Bulls",0.64,"Win"
"3419","2020-02-21","Blazers",0.387,0.435,0.484,"0",0,115,128,"Pelicans",0.67,"Win"
"3420","2020-02-21","Cavaliers",0.18,0.222,0.271,"0",1,113,108,"Wizards",0.67,"Loss"
"3421","2020-02-21","Celtics",0.631,0.693,0.748,"1",1,127,117,"Timberwolves",0.67,"Win"
"3422","2020-02-21","Grizzlies",0.161,0.203,0.253,"0",0,105,117,"Lakers",0.67,"Win"
"3423","2020-02-21","Jazz",0.747,0.791,0.83,"1",0,104,113,"Spurs",0.67,"Loss"
"3424","2020-02-21","Knicks",0.229,0.272,0.321,"0",0,98,106,"Pacers",0.67,"Win"
"3425","2020-02-21","Lakers",0.743,0.793,0.835,"1",1,117,105,"Grizzlies",0.67,"Win"
"3426","2020-02-21","Magic",0.269,0.312,0.358,"0",0,106,122,"Mavericks",0.67,"Win"
"3427","2020-02-21","Mavericks",0.604,0.663,0.716,"1",1,122,106,"Magic",0.67,"Win"
"3428","2020-02-21","Nuggets",0.641,0.703,0.759,"1",0,101,113,"Thunder",0.67,"Loss"
"3429","2020-02-21","Pacers",0.65,0.705,0.755,"1",1,106,98,"Knicks",0.67,"Win"
"3430","2020-02-21","Pelicans",0.485,0.536,0.585,"1",1,128,115,"Blazers",0.67,"Win"
"3431","2020-02-21","Raptors",0.755,0.8,0.839,"1",1,118,101,"Suns",0.67,"Win"
"3432","2020-02-21","Spurs",0.162,0.193,0.228,"0",1,113,104,"Jazz",0.67,"Loss"
"3433","2020-02-21","Suns",0.156,0.191,0.232,"0",0,101,118,"Raptors",0.67,"Win"
"3434","2020-02-21","Thunder",0.374,0.444,0.515,"0",1,113,101,"Nuggets",0.67,"Loss"
"3435","2020-02-21","Timberwolves",0.245,0.289,0.338,"0",0,117,127,"Celtics",0.67,"Win"
"3436","2020-02-21","Wizards",0.703,0.757,0.804,"1",0,108,113,"Cavaliers",0.67,"Loss"
"3407","2020-02-20","76ers",0.726,0.771,0.81,"1",1,112,104,"Nets",0.58,"Win"
"3408","2020-02-20","Bucks",0.589,0.652,0.71,"1",1,126,106,"Pistons",0.58,"Win"
"3409","2020-02-20","Bulls",0.601,0.651,0.698,"1",0,93,103,"Hornets",0.58,"Loss"
"3410","2020-02-20","Grizzlies",0.492,0.55,0.606,"1",0,125,129,"Kings",0.58,"Loss"
"3411","2020-02-20","Hawks",0.293,0.332,0.373,"0",1,129,124,"Heat",0.58,"Loss"
"3412","2020-02-20","Heat",0.591,0.645,0.695,"1",0,124,129,"Hawks",0.58,"Loss"
"3413","2020-02-20","Hornets",0.274,0.32,0.37,"0",1,103,93,"Bulls",0.58,"Loss"
"3414","2020-02-20","Kings",0.482,0.537,0.59,"1",1,129,125,"Grizzlies",0.58,"Win"
"3415","2020-02-20","Nets",0.181,0.217,0.259,"0",0,104,112,"76ers",0.58,"Win"
"3416","2020-02-20","Pistons",0.282,0.331,0.385,"0",0,106,126,"Bucks",0.58,"Win"
"3417","2020-02-20","Rockets",0.584,0.653,0.715,"1",1,135,105,"Warriors",0.58,"Win"
"3418","2020-02-20","Warriors",0.277,0.335,0.399,"0",0,105,135,"Rockets",0.58,"Win"
"3403","2020-02-13","Celtics",0.531,0.595,0.655,"1",1,141,133,"Clippers",0.5,"Win"
"3404","2020-02-13","Clippers",0.344,0.402,0.463,"0",0,133,141,"Celtics",0.5,"Win"
"3405","2020-02-13","Pelicans",0.629,0.687,0.739,"1",0,118,123,"Thunder",0.5,"Loss"
"3406","2020-02-13","Thunder",0.249,0.29,0.335,"0",1,123,118,"Pelicans",0.5,"Loss"
"3381","2020-02-12","Blazers",0.363,0.426,0.492,"0",0,104,111,"Grizzlies",0.5,"Win"
"3382","2020-02-12","Bucks",0.491,0.57,0.645,"1",0,111,118,"Pacers",0.5,"Loss"
"3383","2020-02-12","Cavaliers",0.248,0.321,0.403,"0",1,127,105,"Hawks",0.5,"Loss"
"3384","2020-02-12","Grizzlies",0.482,0.544,0.605,"1",1,111,104,"Blazers",0.5,"Win"
"3385","2020-02-12","Hawks",0.57,0.652,0.725,"1",0,105,127,"Cavaliers",0.5,"Loss"
"3386","2020-02-12","Heat",0.25,0.282,0.317,"0",0,101,116,"Jazz",0.5,"Win"
"3387","2020-02-12","Hornets",0.206,0.248,0.295,"0",1,115,108,"Timberwolves",0.5,"Loss"
"3388","2020-02-12","Jazz",0.651,0.693,0.733,"1",1,116,101,"Heat",0.5,"Win"
"3389","2020-02-12","Kings",0.168,0.207,0.252,"0",0,111,130,"Mavericks",0.5,"Win"
"3390","2020-02-12","Knicks",0.446,0.511,0.576,"1",0,96,114,"Wizards",0.5,"Loss"
"3391","2020-02-12","Lakers",0.432,0.487,0.542,"0",1,120,116,"Nuggets",0.5,"Loss"
"3392","2020-02-12","Magic",0.72,0.778,0.827,"1",1,116,112,"Pistons",0.5,"Win"
"3393","2020-02-12","Mavericks",0.724,0.777,0.822,"1",1,130,111,"Kings",0.5,"Win"
"3394","2020-02-12","Nets",0.233,0.291,0.357,"0",1,101,91,"Raptors",0.5,"Loss"
"3395","2020-02-12","Nuggets",0.438,0.485,0.533,"0",0,116,120,"Lakers",0.5,"Win"
"3396","2020-02-12","Pacers",0.345,0.404,0.466,"0",1,118,111,"Bucks",0.5,"Loss"
"3397","2020-02-12","Pistons",0.168,0.208,0.255,"0",0,112,116,"Magic",0.5,"Win"
"3398","2020-02-12","Raptors",0.615,0.683,0.745,"1",0,91,101,"Nets",0.5,"Loss"
"3399","2020-02-12","Suns",0.724,0.794,0.85,"1",1,112,106,"Warriors",0.5,"Win"
"3400","2020-02-12","Timberwolves",0.678,0.733,0.782,"1",0,108,115,"Hornets",0.5,"Loss"
"3401","2020-02-12","Warriors",0.134,0.186,0.254,"0",0,106,112,"Suns",0.5,"Win"
"3402","2020-02-12","Wizards",0.388,0.459,0.532,"0",1,114,96,"Knicks",0.5,"Loss"
"3371","2020-02-11","76ers",0.541,0.586,0.63,"1",1,110,103,"Clippers",0.8,"Win"
"3372","2020-02-11","Blazers",0.34,0.386,0.434,"0",0,117,138,"Pelicans",0.8,"Win"
"3373","2020-02-11","Bulls",0.238,0.275,0.316,"0",0,114,126,"Wizards",0.8,"Win"
"3374","2020-02-11","Celtics",0.297,0.349,0.406,"0",0,105,116,"Rockets",0.8,"Win"
"3375","2020-02-11","Clippers",0.34,0.388,0.438,"0",0,103,110,"76ers",0.8,"Win"
"3376","2020-02-11","Pelicans",0.535,0.584,0.632,"1",1,138,117,"Blazers",0.8,"Win"
"3377","2020-02-11","Rockets",0.568,0.627,0.682,"1",1,116,105,"Celtics",0.8,"Win"
"3378","2020-02-11","Spurs",0.186,0.227,0.274,"0",1,114,106,"Thunder",0.8,"Loss"
"3379","2020-02-11","Thunder",0.701,0.757,0.805,"1",0,106,114,"Spurs",0.8,"Loss"
"3380","2020-02-11","Wizards",0.644,0.701,0.752,"1",1,126,114,"Bulls",0.8,"Win"
"3353","2020-02-10","Bucks",0.76,0.805,0.843,"1",1,123,111,"Kings",0.67,"Win"
"3354","2020-02-10","Hawks",0.208,0.266,0.333,"0",0,126,135,"Magic",0.67,"Win"
"3355","2020-02-10","Heat",0.628,0.681,0.729,"1",1,113,101,"Warriors",0.67,"Win"
"3356","2020-02-10","Hornets",0.251,0.307,0.369,"0",1,87,76,"Pistons",0.67,"Loss"
"3357","2020-02-10","Jazz",0.257,0.295,0.337,"0",1,123,119,"Mavericks",0.67,"Loss"
"3358","2020-02-10","Kings",0.153,0.19,0.234,"0",0,111,123,"Bucks",0.67,"Win"
"3359","2020-02-10","Lakers",0.72,0.781,0.832,"1",1,125,100,"Suns",0.67,"Win"
"3360","2020-02-10","Magic",0.64,0.709,0.77,"1",1,135,126,"Hawks",0.67,"Win"
"3361","2020-02-10","Mavericks",0.633,0.679,0.721,"1",0,119,123,"Jazz",0.67,"Loss"
"3362","2020-02-10","Nets",0.224,0.262,0.303,"0",1,106,105,"Pacers",0.67,"Loss"
"3363","2020-02-10","Nuggets",0.725,0.773,0.815,"1",1,127,120,"Spurs",0.67,"Win"
"3364","2020-02-10","Pacers",0.671,0.717,0.759,"1",0,105,106,"Nets",0.67,"Loss"
"3365","2020-02-10","Pistons",0.597,0.663,0.724,"1",0,76,87,"Hornets",0.67,"Loss"
"3366","2020-02-10","Raptors",0.699,0.758,0.809,"1",1,137,126,"Timberwolves",0.67,"Win"
"3367","2020-02-10","Spurs",0.179,0.212,0.251,"0",0,120,127,"Nuggets",0.67,"Win"
"3368","2020-02-10","Suns",0.163,0.214,0.277,"0",0,100,125,"Lakers",0.67,"Win"
"3369","2020-02-10","Timberwolves",0.178,0.226,0.281,"0",0,126,137,"Raptors",0.67,"Win"
"3370","2020-02-10","Warriors",0.257,0.297,0.34,"0",0,101,113,"Heat",0.67,"Win"
"3339","2020-02-09","76ers",0.731,0.788,0.836,"1",1,118,111,"Bulls",0.86,"Win"
"3340","2020-02-09","Blazers",0.61,0.657,0.7,"1",1,115,109,"Heat",0.86,"Win"
"3341","2020-02-09","Bulls",0.158,0.202,0.255,"0",0,111,118,"76ers",0.86,"Win"
"3342","2020-02-09","Cavaliers",0.242,0.294,0.352,"0",0,92,133,"Clippers",0.86,"Win"
"3343","2020-02-09","Celtics",0.547,0.603,0.656,"1",1,112,111,"Thunder",0.86,"Win"
"3344","2020-02-09","Clippers",0.62,0.691,0.754,"1",1,133,92,"Cavaliers",0.86,"Win"
"3345","2020-02-09","Grizzlies",0.547,0.606,0.661,"1",1,106,99,"Wizards",0.86,"Win"
"3346","2020-02-09","Hawks",0.694,0.74,0.781,"1",1,140,135,"Knicks",0.86,"Win"
"3347","2020-02-09","Heat",0.276,0.319,0.364,"0",0,109,115,"Blazers",0.86,"Win"
"3348","2020-02-09","Jazz",0.226,0.26,0.297,"0",1,114,113,"Rockets",0.86,"Loss"
"3349","2020-02-09","Knicks",0.21,0.238,0.27,"0",0,135,140,"Hawks",0.86,"Win"
"3350","2020-02-09","Rockets",0.67,0.72,0.765,"1",0,113,114,"Jazz",0.86,"Loss"
"3351","2020-02-09","Thunder",0.317,0.368,0.422,"0",0,111,112,"Celtics",0.86,"Win"
"3352","2020-02-09","Wizards",0.319,0.366,0.415,"0",0,99,106,"Grizzlies",0.86,"Win"
"3321","2020-02-08","Bucks",0.597,0.675,0.745,"1",1,111,95,"Magic",0.56,"Win"
"3322","2020-02-08","Clippers",0.632,0.696,0.753,"1",0,115,142,"Timberwolves",0.56,"Loss"
"3323","2020-02-08","Hornets",0.2,0.243,0.291,"0",0,100,116,"Mavericks",0.56,"Win"
"3324","2020-02-08","Kings",0.357,0.399,0.442,"0",1,122,102,"Spurs",0.56,"Loss"
"3325","2020-02-08","Knicks",0.37,0.451,0.535,"0",1,95,92,"Pistons",0.56,"Loss"
"3326","2020-02-08","Lakers",0.583,0.656,0.722,"1",1,125,120,"Warriors",0.56,"Win"
"3327","2020-02-08","Magic",0.251,0.31,0.376,"0",0,95,111,"Bucks",0.56,"Win"
"3328","2020-02-08","Mavericks",0.67,0.734,0.789,"1",1,116,100,"Hornets",0.56,"Win"
"3329","2020-02-08","Nets",0.177,0.214,0.257,"0",0,118,119,"Raptors",0.56,"Win"
"3330","2020-02-08","Nuggets",0.609,0.669,0.724,"1",1,117,108,"Suns",0.56,"Win"
"3331","2020-02-08","Pacers",0.625,0.678,0.726,"1",0,117,124,"Pelicans",0.56,"Loss"
"3332","2020-02-08","Pelicans",0.25,0.294,0.343,"0",1,124,117,"Pacers",0.56,"Loss"
"3333","2020-02-08","Pistons",0.419,0.515,0.61,"1",0,92,95,"Knicks",0.56,"Loss"
"3334","2020-02-08","Raptors",0.717,0.771,0.817,"1",1,119,118,"Nets",0.56,"Win"
"3335","2020-02-08","Spurs",0.517,0.571,0.623,"1",0,102,122,"Kings",0.56,"Loss"
"3336","2020-02-08","Suns",0.263,0.304,0.347,"0",0,108,117,"Nuggets",0.56,"Win"
"3337","2020-02-08","Timberwolves",0.24,0.283,0.33,"0",1,142,115,"Clippers",0.56,"Loss"
"3338","2020-02-08","Warriors",0.267,0.321,0.381,"0",0,120,125,"Lakers",0.56,"Win"
"3305","2020-02-07","76ers",0.668,0.71,0.749,"1",1,119,107,"Grizzlies",0.5,"Win"
"3306","2020-02-07","Blazers",0.213,0.287,0.374,"0",0,114,117,"Jazz",0.5,"Win"
"3307","2020-02-07","Celtics",0.74,0.79,0.833,"1",1,112,107,"Hawks",0.5,"Win"
"3308","2020-02-07","Grizzlies",0.238,0.269,0.304,"0",0,107,119,"76ers",0.5,"Win"
"3309","2020-02-07","Hawks",0.163,0.2,0.243,"0",0,107,112,"Celtics",0.5,"Win"
"3310","2020-02-07","Heat",0.66,0.72,0.772,"1",0,97,105,"Kings",0.5,"Loss"
"3311","2020-02-07","Jazz",0.618,0.702,0.774,"1",1,117,114,"Blazers",0.5,"Win"
"3312","2020-02-07","Kings",0.357,0.43,0.507,"0",1,105,97,"Heat",0.5,"Loss"
"3313","2020-02-07","Mavericks",0.592,0.654,0.711,"1",0,118,119,"Wizards",0.5,"Loss"
"3314","2020-02-07","Pacers",0.54,0.581,0.62,"1",0,106,115,"Raptors",0.5,"Loss"
"3315","2020-02-07","Pistons",0.177,0.211,0.251,"0",0,101,108,"Thunder",0.5,"Win"
"3316","2020-02-07","Raptors",0.444,0.49,0.536,"0",1,115,106,"Pacers",0.5,"Loss"
"3317","2020-02-07","Rockets",0.602,0.66,0.714,"1",0,91,127,"Suns",0.5,"Loss"
"3318","2020-02-07","Suns",0.273,0.316,0.362,"0",1,127,91,"Rockets",0.5,"Loss"
"3319","2020-02-07","Thunder",0.727,0.776,0.818,"1",1,108,101,"Pistons",0.5,"Win"
"3320","2020-02-07","Wizards",0.271,0.321,0.375,"0",1,119,118,"Mavericks",0.5,"Loss"
"3295","2020-02-06","76ers",0.17,0.213,0.262,"0",0,101,112,"Bucks",0.6,"Win"
"3296","2020-02-06","Blazers",0.691,0.743,0.789,"1",1,125,117,"Spurs",0.6,"Win"
"3297","2020-02-06","Bucks",0.729,0.781,0.825,"1",1,112,101,"76ers",0.6,"Win"
"3298","2020-02-06","Bulls",0.309,0.354,0.402,"0",0,119,125,"Pelicans",0.6,"Win"
"3299","2020-02-06","Knicks",0.348,0.389,0.432,"0",1,105,103,"Magic",0.6,"Loss"
"3300","2020-02-06","Lakers",0.694,0.743,0.787,"1",0,111,121,"Rockets",0.6,"Loss"
"3301","2020-02-06","Magic",0.53,0.584,0.636,"1",0,103,105,"Knicks",0.6,"Loss"
"3302","2020-02-06","Pelicans",0.562,0.626,0.686,"1",1,125,119,"Bulls",0.6,"Win"
"3303","2020-02-06","Rockets",0.205,0.244,0.287,"0",1,121,111,"Lakers",0.6,"Loss"
"3304","2020-02-06","Spurs",0.206,0.239,0.276,"0",0,117,125,"Blazers",0.6,"Win"
"3267","2019-12-28","76ers",0.311,0.372,0.437,"0",0,116,117,"Heat",0.57,"Win"
"3268","2019-12-28","Blazers",0.235,0.285,0.342,"0",0,120,128,"Lakers",0.57,"Win"
"3269","2019-12-28","Bucks",0.776,0.818,0.853,"1",1,111,100,"Magic",0.57,"Win"
"3270","2019-12-28","Bulls",0.683,0.772,0.841,"1",1,116,81,"Hawks",0.57,"Win"
"3271","2019-12-28","Cavaliers",0.141,0.198,0.27,"0",1,94,88,"Timberwolves",0.57,"Loss"
"3272","2019-12-28","Celtics",0.735,0.781,0.822,"1",0,97,113,"Raptors",0.57,"Loss"
"3273","2019-12-28","Clippers",0.725,0.785,0.835,"1",0,107,120,"Jazz",0.57,"Loss"
"3274","2019-12-28","Grizzlies",0.163,0.207,0.258,"0",0,110,119,"Nuggets",0.57,"Win"
"3275","2019-12-28","Hawks",0.141,0.208,0.295,"0",0,81,116,"Bulls",0.57,"Win"
"3276","2019-12-28","Heat",0.538,0.602,0.662,"1",1,117,116,"76ers",0.57,"Win"
"3277","2019-12-28","Jazz",0.158,0.205,0.261,"0",1,120,107,"Clippers",0.57,"Loss"
"3278","2019-12-28","Kings",0.579,0.687,0.778,"1",0,110,112,"Suns",0.57,"Loss"
"3279","2019-12-28","Knicks",0.291,0.421,0.563,"0",1,107,100,"Wizards",0.57,"Loss"
"3280","2019-12-28","Lakers",0.632,0.694,0.75,"1",1,128,120,"Blazers",0.57,"Win"
"3281","2019-12-28","Magic",0.143,0.172,0.207,"0",0,100,111,"Bucks",0.57,"Win"
"3282","2019-12-28","Mavericks",0.599,0.672,0.737,"1",1,141,121,"Warriors",0.57,"Win"
"3283","2019-12-28","Nets",0.176,0.217,0.264,"0",0,98,108,"Rockets",0.57,"Win"
"3284","2019-12-28","Nuggets",0.731,0.787,0.834,"1",1,119,110,"Grizzlies",0.57,"Win"
"3285","2019-12-28","Pacers",0.431,0.54,0.645,"1",0,98,120,"Pelicans",0.57,"Loss"
"3286","2019-12-28","Pelicans",0.338,0.432,0.53,"0",1,120,98,"Pacers",0.57,"Loss"
"3287","2019-12-28","Pistons",0.153,0.193,0.241,"0",0,109,136,"Spurs",0.57,"Win"
"3288","2019-12-28","Raptors",0.17,0.205,0.246,"0",1,113,97,"Celtics",0.57,"Loss"
"3289","2019-12-28","Rockets",0.721,0.774,0.82,"1",1,108,98,"Nets",0.57,"Win"
"3290","2019-12-28","Spurs",0.736,0.789,0.835,"1",1,136,109,"Pistons",0.57,"Win"
"3291","2019-12-28","Suns",0.193,0.283,0.393,"0",1,112,110,"Kings",0.57,"Loss"
"3292","2019-12-28","Timberwolves",0.708,0.782,0.841,"1",0,88,94,"Cavaliers",0.57,"Loss"
"3293","2019-12-28","Warriors",0.255,0.316,0.384,"0",0,121,141,"Mavericks",0.57,"Win"
"3294","2019-12-28","Wizards",0.397,0.547,0.689,"1",0,100,107,"Knicks",0.57,"Loss"
"3255","2019-12-27","76ers",0.6,0.668,0.73,"1",0,97,98,"Magic",0.67,"Loss"
"3256","2019-12-27","Bucks",0.606,0.68,0.747,"1",1,112,86,"Hawks",0.67,"Win"
"3257","2019-12-27","Cavaliers",0.158,0.195,0.238,"0",0,117,129,"Celtics",0.67,"Win"
"3258","2019-12-27","Celtics",0.741,0.796,0.841,"1",1,129,117,"Cavaliers",0.67,"Win"
"3259","2019-12-27","Hawks",0.253,0.312,0.377,"0",0,86,112,"Bucks",0.67,"Win"
"3260","2019-12-27","Heat",0.71,0.761,0.805,"1",1,113,112,"Pacers",0.67,"Win"
"3261","2019-12-27","Hornets",0.554,0.607,0.658,"1",0,102,104,"Thunder",0.67,"Loss"
"3262","2019-12-27","Magic",0.271,0.316,0.365,"0",1,98,97,"76ers",0.67,"Loss"
"3263","2019-12-27","Pacers",0.193,0.222,0.255,"0",0,112,113,"Heat",0.67,"Win"
"3264","2019-12-27","Suns",0.441,0.493,0.546,"0",0,96,105,"Warriors",0.67,"Win"
"3265","2019-12-27","Thunder",0.449,0.506,0.564,"1",1,104,102,"Hornets",0.67,"Win"
"3266","2019-12-27","Warriors",0.428,0.484,0.541,"0",1,105,96,"Suns",0.67,"Loss"
"3243","2019-12-26","Blazers",0.209,0.248,0.291,"0",0,115,121,"Jazz",0.5,"Win"
"3244","2019-12-26","Grizzlies",0.157,0.187,0.221,"0",1,110,97,"Thunder",0.5,"Loss"
"3245","2019-12-26","Jazz",0.696,0.744,0.786,"1",1,121,115,"Blazers",0.5,"Win"
"3246","2019-12-26","Kings",0.678,0.727,0.77,"1",0,104,105,"Timberwolves",0.5,"Loss"
"3247","2019-12-26","Knicks",0.148,0.188,0.236,"0",1,94,82,"Nets",0.5,"Loss"
"3248","2019-12-26","Mavericks",0.746,0.792,0.832,"1",1,102,98,"Spurs",0.5,"Win"
"3249","2019-12-26","Nets",0.761,0.81,0.851,"1",0,82,94,"Knicks",0.5,"Loss"
"3250","2019-12-26","Pistons",0.708,0.759,0.804,"1",1,132,102,"Wizards",0.5,"Win"
"3251","2019-12-26","Spurs",0.164,0.2,0.242,"0",0,98,102,"Mavericks",0.5,"Win"
"3252","2019-12-26","Thunder",0.763,0.803,0.838,"1",0,97,110,"Grizzlies",0.5,"Loss"
"3253","2019-12-26","Timberwolves",0.215,0.258,0.305,"0",1,105,104,"Kings",0.5,"Loss"
"3254","2019-12-26","Wizards",0.187,0.23,0.28,"0",0,102,132,"Pistons",0.5,"Win"
"3233","2019-12-25","76ers",0.322,0.361,0.402,"0",1,121,109,"Bucks",0.2,"Loss"
"3234","2019-12-25","Bucks",0.585,0.628,0.669,"1",0,109,121,"76ers",0.2,"Loss"
"3235","2019-12-25","Celtics",0.533,0.578,0.622,"1",1,118,102,"Raptors",0.2,"Win"
"3236","2019-12-25","Clippers",0.297,0.347,0.4,"0",1,111,106,"Lakers",0.2,"Loss"
"3237","2019-12-25","Lakers",0.594,0.647,0.697,"1",0,106,111,"Clippers",0.2,"Loss"
"3238","2019-12-25","Nuggets",0.78,0.822,0.857,"1",0,100,112,"Pelicans",0.2,"Loss"
"3239","2019-12-25","Pelicans",0.145,0.18,0.221,"0",1,112,100,"Nuggets",0.2,"Loss"
"3240","2019-12-25","Raptors",0.361,0.407,0.455,"0",0,102,118,"Celtics",0.2,"Win"
"3241","2019-12-25","Rockets",0.688,0.739,0.784,"1",0,104,116,"Warriors",0.2,"Loss"
"3242","2019-12-25","Warriors",0.218,0.263,0.313,"0",1,116,104,"Rockets",0.2,"Loss"
"3211","2019-12-23","76ers",0.609,0.674,0.733,"1",1,125,109,"Pistons",0.64,"Win"
"3212","2019-12-23","Blazers",0.77,0.825,0.869,"1",0,94,102,"Pelicans",0.64,"Loss"
"3213","2019-12-23","Bulls",0.228,0.266,0.308,"0",0,95,103,"Magic",0.64,"Win"
"3214","2019-12-23","Cavaliers",0.222,0.302,0.395,"0",1,121,118,"Hawks",0.64,"Loss"
"3215","2019-12-23","Grizzlies",0.529,0.608,0.682,"1",0,115,145,"Spurs",0.64,"Loss"
"3216","2019-12-23","Hawks",0.58,0.671,0.75,"1",0,118,121,"Cavaliers",0.64,"Loss"
"3217","2019-12-23","Heat",0.736,0.792,0.838,"1",1,107,104,"Jazz",0.64,"Win"
"3218","2019-12-23","Jazz",0.164,0.196,0.233,"0",0,104,107,"Heat",0.64,"Win"
"3219","2019-12-23","Kings",0.251,0.309,0.374,"0",0,104,113,"Rockets",0.64,"Win"
"3220","2019-12-23","Knicks",0.499,0.576,0.65,"1",0,115,121,"Wizards",0.64,"Loss"
"3221","2019-12-23","Magic",0.664,0.715,0.761,"1",1,103,95,"Bulls",0.64,"Win"
"3222","2019-12-23","Nuggets",0.619,0.678,0.733,"1",1,113,111,"Suns",0.64,"Win"
"3223","2019-12-23","Pacers",0.599,0.671,0.735,"1",1,120,115,"Raptors",0.64,"Win"
"3224","2019-12-23","Pelicans",0.132,0.167,0.21,"0",1,102,94,"Blazers",0.64,"Loss"
"3225","2019-12-23","Pistons",0.265,0.307,0.352,"0",0,109,125,"76ers",0.64,"Win"
"3226","2019-12-23","Raptors",0.241,0.306,0.379,"0",0,115,120,"Pacers",0.64,"Win"
"3227","2019-12-23","Rockets",0.6,0.68,0.751,"1",1,113,104,"Kings",0.64,"Win"
"3228","2019-12-23","Spurs",0.51,0.595,0.675,"1",1,145,115,"Grizzlies",0.64,"Win"
"3229","2019-12-23","Suns",0.259,0.3,0.345,"0",0,111,113,"Nuggets",0.64,"Win"
"3230","2019-12-23","Timberwolves",0.568,0.637,0.701,"1",0,104,113,"Warriors",0.64,"Loss"
"3231","2019-12-23","Warriors",0.446,0.52,0.594,"1",1,113,104,"Timberwolves",0.64,"Win"
"3232","2019-12-23","Wizards",0.315,0.395,0.481,"0",1,121,115,"Knicks",0.64,"Loss"
"3201","2019-12-22","Bucks",0.765,0.812,0.852,"1",1,117,89,"Pacers",0.6,"Win"
"3202","2019-12-22","Celtics",0.747,0.801,0.846,"1",1,119,93,"Hornets",0.6,"Win"
"3203","2019-12-22","Clippers",0.597,0.665,0.726,"1",0,112,118,"Thunder",0.6,"Loss"
"3204","2019-12-22","Hornets",0.153,0.192,0.237,"0",0,93,119,"Celtics",0.6,"Win"
"3205","2019-12-22","Lakers",0.673,0.734,0.787,"1",0,104,128,"Nuggets",0.6,"Loss"
"3206","2019-12-22","Mavericks",0.409,0.46,0.511,"0",0,107,110,"Raptors",0.6,"Win"
"3207","2019-12-22","Nuggets",0.211,0.256,0.307,"0",1,128,104,"Lakers",0.6,"Loss"
"3208","2019-12-22","Pacers",0.147,0.18,0.217,"0",0,89,117,"Bucks",0.6,"Win"
"3209","2019-12-22","Raptors",0.569,0.614,0.657,"1",1,110,107,"Mavericks",0.6,"Win"
"3210","2019-12-22","Thunder",0.349,0.407,0.467,"0",1,118,112,"Clippers",0.6,"Loss"
"3183","2019-12-21","76ers",0.694,0.762,0.82,"1",1,125,108,"Wizards",0.78,"Win"
"3184","2019-12-21","Blazers",0.721,0.774,0.818,"1",1,113,106,"Timberwolves",0.78,"Win"
"3185","2019-12-21","Bucks",0.601,0.688,0.763,"1",1,123,102,"Knicks",0.78,"Win"
"3186","2019-12-21","Bulls",0.38,0.456,0.535,"0",1,119,107,"Pistons",0.78,"Loss"
"3187","2019-12-21","Clippers",0.592,0.674,0.747,"1",1,134,109,"Spurs",0.78,"Win"
"3188","2019-12-21","Grizzlies",0.374,0.465,0.559,"0",1,119,115,"Kings",0.78,"Loss"
"3189","2019-12-21","Hawks",0.161,0.194,0.231,"0",0,112,122,"Nets",0.78,"Win"
"3190","2019-12-21","Hornets",0.208,0.267,0.335,"0",0,107,114,"Jazz",0.78,"Win"
"3191","2019-12-21","Jazz",0.636,0.712,0.777,"1",1,114,107,"Hornets",0.78,"Win"
"3192","2019-12-21","Kings",0.422,0.503,0.584,"1",0,115,119,"Grizzlies",0.78,"Loss"
"3193","2019-12-21","Knicks",0.24,0.299,0.365,"0",0,102,123,"Bucks",0.78,"Win"
"3194","2019-12-21","Nets",0.735,0.792,0.84,"1",1,122,112,"Hawks",0.78,"Win"
"3195","2019-12-21","Pistons",0.42,0.513,0.605,"1",0,107,119,"Bulls",0.78,"Loss"
"3196","2019-12-21","Rockets",0.639,0.708,0.769,"1",1,139,125,"Suns",0.78,"Win"
"3197","2019-12-21","Spurs",0.257,0.308,0.365,"0",0,109,134,"Clippers",0.78,"Win"
"3198","2019-12-21","Suns",0.229,0.274,0.323,"0",0,125,139,"Rockets",0.78,"Win"
"3199","2019-12-21","Timberwolves",0.176,0.208,0.245,"0",0,106,113,"Blazers",0.78,"Win"
"3200","2019-12-21","Wizards",0.17,0.221,0.281,"0",0,108,125,"76ers",0.78,"Win"
"3163","2019-12-20","76ers",0.642,0.728,0.799,"1",0,98,117,"Mavericks",0.7,"Loss"
"3164","2019-12-20","Blazers",0.744,0.794,0.835,"1",1,118,103,"Magic",0.7,"Win"
"3165","2019-12-20","Cavaliers",0.299,0.372,0.452,"0",1,114,107,"Grizzlies",0.7,"Loss"
"3166","2019-12-20","Celtics",0.716,0.773,0.822,"1",1,114,93,"Pistons",0.7,"Win"
"3167","2019-12-20","Grizzlies",0.522,0.597,0.669,"1",0,107,114,"Cavaliers",0.7,"Loss"
"3168","2019-12-20","Heat",0.762,0.811,0.851,"1",1,129,114,"Knicks",0.7,"Win"
"3169","2019-12-20","Kings",0.151,0.184,0.222,"0",0,105,119,"Pacers",0.7,"Win"
